Price,Close,High,Low,Open,Volume
Ticker,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS
Date,,,,,
2013-12-03,457.40130615234375,463.6331599877345,454.79542953300455,463.49403349214737,987680
2013-12-04,454.37811279296875,461.45386684039227,452.6346732587816,454.4059324323121,1154890
2013-12-05,447.8680419921875,459.0798089466992,445.1323216119802,457.8742252618829,1940770
2013-12-06,449.3425598144531,453.47857323302225,447.91441896022445,449.76913705115703,1239570
2013-12-09,455.1941833496094,456.81706164431563,450.2235242562898,456.6315785189057,1362450
2013-12-10,454.9623718261719,457.91136691823067,450.881997520708,455.3333097992589,756725
2013-12-11,452.9221496582031,455.3332888233243,448.86031253324745,455.3332888233243,478210
2013-12-12,445.762939453125,451.0581799824932,445.1416247407067,449.21271623638364,784690
2013-12-13,445.22509765625,449.4909550622495,443.4909407137754,445.892797322413,931905
2013-12-16,445.18798828125,449.56512417846335,444.2977315074574,446.43064602612276,1032785
2013-12-17,450.18646240234375,452.4770403891944,447.35800031776176,447.35800031776176,1029575
2013-12-18,457.8556823730469,459.042700750027,451.9020251958375,451.9020251958375,1092275
2013-12-19,456.9097900390625,461.8247814125098,451.6238324254865,458.124628063457,1495785
2013-12-20,466.0350341796875,466.8418320411127,455.8433387729841,460.71197388231127,1876915
2013-12-23,466.1648254394531,472.0257412387631,464.4213859535159,466.8325250659663,1306900
2013-12-24,471.0149230957031,472.7676169265595,467.35184364755816,469.2436639719717,521300
2013-12-26,466.1741027832031,474.3534160397627,460.52648981103135,471.1354791445358,1129900
2013-12-27,467.32403564453125,469.2436756553016,466.25757840546504,467.37042057712233,702765
2013-12-30,468.4275817871094,472.72125856071483,465.74752894638283,467.7691648097442,1045030
2013-12-31,470.0968933105469,472.9531469219791,467.5744753949328,469.66103339605917,564665
2014-01-01,470.62542724609375,472.02574844408394,469.1231101386945,472.02574844408394,139080
2014-01-02,468.9654541015625,472.95308645134224,466.15555748467574,468.42757003717793,512655
2014-01-03,462.88201904296875,467.93610898592414,460.89745705198516,467.3889705315906,531560
2014-01-06,458.34722900390625,466.4523383725395,456.2977733447108,466.4523383725395,664835
2014-01-07,462.0566711425781,465.1633297848215,457.1138595965356,458.52343523894507,1116125
2014-01-08,469.6610107421875,471.09840597555194,458.26375988600915,462.7521743736229,1117355
2014-01-09,479.7970275878906,481.65174567927323,468.36267470609556,471.2838783406249,2098465
2014-01-10,486.9654846191406,487.97633086226784,475.22514425317996,482.22669358005123,2598475
2014-01-13,487.15093994140625,489.59918121498293,482.2266660578372,487.79081989696607,1265375
2014-01-14,491.31475830078125,494.3750315024702,485.29620779711,486.3070539529715,1319320
2014-01-15,491.537353515625,494.0783647701629,489.83104461937614,491.51884482428704,1341170
2014-01-16,490.4801940917969,492.61310845562934,486.6779882591816,491.8712325814486,1587200
