Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MOTHERSUMI.NS,MOTHERSUMI.NS,MOTHERSUMI.NS,MOTHERSUMI.NS,MOTHERSUMI.NS,MOTHERSUMI.NS
Date,,,,,,
