Price,Close,High,Low,Open,Volume
Ticker,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS
Date,,,,,
2013-12-03,398.11151123046875,405.78280566236447,396.8017856945019,405.78280566236447,1463179
2013-12-04,399.2809143066406,403.21011946616835,393.94845421856786,395.2581797551186,1277047
2013-12-05,410.5539855957031,413.7815205464559,404.05209389728435,406.9522188681591,2484619
2013-12-06,417.4768371582031,419.5817623875722,409.6184553452003,413.40730933811443,1758736
2013-12-09,436.6550598144531,442.1278713089267,425.6626721276404,431.27580626558733,2975182
2013-12-10,423.6044921875,437.2163589806063,420.0495188156915,435.95339814724326,1719053
2013-12-11,416.7751770019531,421.92054955753275,409.8055245749,420.6108240715419,1795277
2013-12-12,405.6424560546875,418.5058870792258,401.5261638368099,416.30740406687545,1938161
2013-12-13,389.8789367675781,400.40356313502923,385.90296680654103,399.4680407912558,2559982
2013-12-16,389.0837707519531,395.35178241786497,382.7689943847542,388.56924483828095,1368811
2013-12-17,387.7272644042969,395.16465024511604,385.01422664424865,392.26452513774285,1812860
2013-12-18,401.6665344238281,405.9231497784157,385.9965347593189,387.68046360182285,3858592
2013-12-19,395.5856628417969,406.95225458754214,386.60464185816505,406.95225458754214,3258108
2013-12-20,397.45672607421875,399.7019742865075,389.92575308002773,393.4807555868749,1852050
2013-12-23,402.9762268066406,406.01667425207665,395.2581679066875,395.2581679066875,1475724
2013-12-24,396.3340148925781,405.17471200754545,395.30493465725726,404.14563177222453,1018128
2013-12-26,392.73223876953125,401.5729356689725,389.925671950645,399.84221375401785,1479040
2013-12-27,394.83721923828125,397.50346379999473,393.1532903308191,394.79045453802655,770831
2013-12-30,390.6273193359375,398.4389361387436,389.64503235499234,397.45664915779844,935426
2013-12-31,393.57427978515625,395.2582086624654,389.1773131445813,389.1773131445813,565994
2014-01-01,396.0533752441406,397.2227781304468,394.18233062605077,395.35173351235693,436060
2014-01-02,386.41748046875,404.9876041159983,384.1254679288354,396.1937000723024,1488105
2014-01-03,387.2126770019531,388.7095184025275,380.38337558354345,386.370712635966,1744494
2014-01-06,386.6513671875,388.24176656688087,382.7221905353028,387.44656687719043,1053536
2014-01-07,391.84356689453125,394.32269556951223,384.4997102706276,391.04836713655067,1751684
2014-01-08,394.6968688964844,399.0002773634866,393.2000274449345,396.1937103480342,1438845
2014-01-09,389.9256896972656,396.0533779939801,385.3884293067952,396.0065847482779,1444817
2014-01-10,379.728515625,400.8713264154641,376.4541874045703,394.7436664514677,6439413
2014-01-13,386.4642639160156,388.70951170324355,375.5654349416517,379.8220499434823,2578191
2014-01-14,391.84356689453125,393.80816966428387,384.4061523197102,384.4997102706276,1651642
2014-01-15,397.5502014160156,398.43893044563055,391.9838324705298,393.0129126810239,1604906
2014-01-16,401.0584411621094,401.9471702609101,397.0356779442636,398.15831617944764,1392236
2014-01-17,396.0533752441406,401.80683173479184,393.85489210791,401.05842530750596,1164331
2014-01-20,405.6424560546875,408.82322601623497,393.43387347965614,395.63235649200647,1078601
2014-01-21,405.8295593261719,411.6298089633323,402.83590511818153,408.07483566950793,1291285
2014-01-22,406.2505798339844,409.7587886408409,403.1165742565506,403.81821601792194,908648
2014-01-23,401.99395751953125,407.3732109290555,399.9825616656345,404.1456474633906,1049336
2014-01-24,388.00787353515625,403.6778720444121,387.35299650586427,398.0647382500518,2127724
2014-01-27,369.81201171875,383.65776105827234,367.28611824287316,379.1672361846924,3637896
2014-01-28,364.71337890625,374.53636317856217,353.2532305885525,371.8701188803881,3241962
2014-01-29,355.7791748046875,372.3379335193437,354.1420105241376,370.4668886272867,1703617
2014-01-30,354.0484313964844,355.77912483867317,345.67549526048197,351.75639030565964,3221639
2014-01-31,359.0534362792969,360.6906002539547,354.51617610371574,354.51617610371574,1575659
2014-02-03,357.6501770019531,360.1293340278807,353.3467971038451,355.9194835233069,809570
2014-02-04,362.8891296386719,364.47952912279595,348.20144523476563,353.721021629861,1783912
2014-02-05,369.0635986328125,369.8587984082836,361.39230328690644,362.5149416228513,1836383
2014-02-06,365.4617919921875,372.57176740019526,361.11161887376113,368.5957975032691,1223712
2014-02-07,363.59075927734375,371.8701378681573,360.45675366332233,369.53133196961545,1428673
2014-02-10,359.989013671875,367.4731929877134,358.679288001579,364.0585418848378,719987
2014-02-11,361.5326232910156,364.85371621093384,359.5212274002081,360.0825465197387,717541
2014-02-12,360.5970764160156,365.7892136813121,359.8018767632553,365.0408072727579,919601
2014-02-13,349.838623046875,361.76653399283913,348.24822350079495,361.2052148265827,1003217
2014-02-14,352.5983581542969,356.7614439154411,347.78042389637335,352.03703905000344,1410332
2014-02-17,357.13568115234375,359.2406065815324,350.82090486477773,351.84998522902345,1047736
2014-02-18,364.10528564453125,366.2569754854153,353.53386666790107,353.67418930102406,1763389
2014-02-19,367.56671142578125,369.25066872074683,363.26330307181416,364.15206068998003,1498154
2014-02-20,359.7083435058594,366.81831907446804,358.5857052661246,363.91819408005017,3540155
2014-02-21,366.77154541015625,368.7829414095656,359.8019206617912,359.8019206617912,1147452
2014-02-24,373.3669738769531,375.42510590755694,362.04714778406526,364.853714821151,2077167
2014-02-25,376.68804931640625,380.52369646586504,372.0104378048406,377.9042454393383,1853952
2014-02-26,370.27972412109375,377.4832574300436,368.87644063622366,376.0799739451735,1000077
2014-02-28,371.8701171875,378.1381280669626,366.72474449685535,371.8701171875,1337890
2014-03-03,366.9586181640625,377.7171244964697,365.18113152346575,371.4023490404915,903952
2014-03-04,384.6867980957031,386.37072688980027,366.25699655534333,366.25699655534333,2110860
2014-03-05,389.1305236816406,394.2291032383992,382.6286320832584,388.24176605024996,1885593
2014-03-06,393.714599609375,397.1292505887967,389.17731035321424,390.86123921844546,1766045
2014-03-07,415.4654541015625,423.4173935551281,395.25816695664435,395.25816695664435,4034650
2014-03-10,438.43255615234375,440.5374815000237,413.594448469671,416.9623347359344,4924045
2014-03-11,443.0633850097656,447.132912890252,430.3402755023302,439.88261477037577,2898887
2014-03-12,439.4149169921875,443.67153282442547,430.1532216694962,443.67153282442547,2039528
2014-03-13,438.94708251953125,448.91038948477046,434.7839967892803,441.75364947029584,2171476
2014-03-14,437.9647521972656,439.69547413521957,426.6917200782167,432.2112958520669,1858887
2014-03-18,451.71697998046875,453.44770206695944,439.69551187145464,439.69551187145464,3507136
2014-03-19,448.3958435058594,453.6347742890341,445.58927650235967,452.7928098979594,1470017
2014-03-20,438.7132568359375,451.8573356134368,437.68417644858124,450.92181317945455,1348600
2014-03-21,441.052001953125,447.0861036882736,439.3212799795242,442.4084921649607,1458528
2014-03-24,458.6866149902344,461.6802980490036,444.37313388708554,444.37313388708554,3390514
2014-03-25,454.7574462890625,462.56906407234686,453.5412500339499,462.56906407234686,2615164
2014-03-26,458.6866149902344,465.70303289371464,454.4299995487407,458.49952764273473,2581666
2014-03-27,459.9495544433594,462.6157988321448,456.11390712527134,458.17206770079457,2170348
2014-03-28,469.1177062988281,476.64864999658585,461.21253081122046,463.0835755609617,2065347
2014-03-31,469.491943359375,475.6663971882829,464.15945401852747,472.4388333425258,1905650
2014-04-01,467.0595703125,471.5033018277416,459.8560362257358,470.5210147022186,1149446
2014-04-02,475.43243408203125,477.02280482799324,461.8205677790778,469.63218452649534,1991703
2014-04-03,463.691650390625,475.71311838425356,461.6802830336856,475.71311838425356,1599787
2014-04-04,468.5563659667969,471.03549443807475,462.19479697554283,462.70935138836995,3169896
2014-04-07,465.74981689453125,472.76623465868545,463.7852142105927,468.55638400019296,1136853
2014-04-09,483.5246887207031,485.0683233900995,466.2175543338056,470.8483726923682,2384220
2014-04-10,479.174560546875,486.93938465553333,475.3389131902375,483.66505642057774,1620315
2014-04-11,458.5462951660156,472.1581631125202,456.8623662787612,470.24032507716504,1451648
2014-04-15,452.0912170410156,464.8143278762016,448.48944995368254,462.1480832245457,1027632
2014-04-16,455.7397155761719,463.08357187035386,452.23150669836616,453.82190614292216,3374626
2014-04-17,466.77886962890625,471.5968038323015,455.55260186959674,460.0898622490841,2147605
2014-04-21,473.7485046386719,475.5727846115051,463.27067161870633,467.7611674058522,1141176
2014-04-22,465.79656982421875,474.7308253481022,462.6157995614761,473.37430652802203,1236478
2014-04-23,465.32879638671875,470.4741691481418,459.52857513103993,463.27066441207484,2484935
2014-04-24,465.32879638671875,465.32879638671875,465.32879638671875,465.32879638671875,0
2014-04-25,463.4110107421875,474.91792444971463,461.21252746720614,464.252975163491,1701681
2014-04-28,462.0077209472656,466.82565536784017,457.23655122451277,465.79657506687363,1115291
2014-04-29,454.0089416503906,466.7320501045579,452.51212887332576,463.0835189981833,1443629
2014-04-30,447.5071105957031,461.02539108383723,443.15693748741,455.03805390415283,1391554
2014-05-02,445.8231506347656,455.5993703087747,442.2214125389601,449.6120331645894,1233076
2014-05-05,449.378173828125,453.63478916978056,440.63103400363997,447.55389379605725,1603848
2014-05-06,458.87371826171875,461.4464047555408,447.4135693346932,450.50078170732894,1387562
2014-05-07,460.83837890625,465.18855272400975,454.5236021724399,455.88009263718203,1685631
2014-05-08,459.060791015625,464.53357347557227,457.5171564244869,463.3641706337247,1096156
2014-05-09,480.3907470703125,484.5070684245464,457.0962452787286,459.0608480069079,2179187
2014-05-12,487.6877746582031,501.4399642008252,479.361660258749,484.60056241796167,2569167
2014-05-13,499.8027648925781,509.67251326601513,489.7459006481322,496.7623175628619,1977628
2014-05-14,502.4222717285156,505.6498352886063,493.8622763993006,499.5221752540882,1313340
2014-05-15,499.89630126953125,511.02903910316525,497.69784677873486,497.69784677873486,1560960
