Price,Close,High,Low,Open,Volume
Ticker,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS
Date,,,,,
2013-12-03,13.75805377960205,13.821841330407587,13.600261824376714,13.664050719408133,60552021
2013-12-04,13.897379875183105,13.956131954865715,13.697622535417063,13.731194576281757,44197439
2013-12-05,14.147493362426758,14.177708865795008,13.976272624748544,14.071954604006132,58430228
2013-12-06,14.191142082214355,14.234786413013726,14.033350109475535,14.134067589131615,43622821
2013-12-09,14.1323881149292,14.501685939280305,14.098814730026284,14.436219451790642,52664753
2013-12-10,14.211280822753906,14.264996078025188,14.018237927502314,14.100491092418475,50035957
2013-12-11,14.041740417480469,14.263319900143747,13.966201651975775,14.165958973962779,70370464
2013-12-12,13.857091903686523,14.0081694461991,13.81512651708896,13.929272798786602,61483150
2013-12-13,13.937665939331055,13.988024671350365,13.734552073200478,13.761409705150557,64458694
2013-12-16,13.727839469909668,14.107209620093707,13.672443916447909,13.937667771612327,48785076
2013-12-17,13.721124649047852,13.870521922206779,13.630478115682735,13.74294681327731,36867218
2013-12-18,13.929271697998047,13.981309364726016,13.692585807142656,13.724478906977017,31658265
2013-12-19,13.79162311553955,14.073633585025663,13.737907859809335,14.033345799002381,36798847
2013-12-20,14.031669616699219,14.061885126093902,13.776518069197982,13.791625823895323,28381116
2013-12-23,14.206244468688965,14.328785423245927,14.006488504295989,14.033346132799934,28389492
2013-12-24,14.046775817871094,14.280106520810463,13.988023743707188,14.234783261731037,24235438
2013-12-26,14.280108451843262,14.335502657613883,13.976275756511614,14.03670677678932,42023501
2013-12-27,14.270034790039062,14.372431189306045,14.201210429783474,14.280107073855374,25983633
2013-12-30,14.286821365356445,14.389217763789873,14.164280399454379,14.268355735881157,22294503
2013-12-31,14.241499900817871,14.328788556770265,14.186104349632117,14.317038677786652,12709535
2014-01-01,14.298571586608887,14.328787094312474,14.22303281734992,14.268356078905299,12526105
2014-01-02,14.073637008666992,14.620870047008442,13.999777169844718,14.301929589507537,41987111
2014-01-03,13.848695755004883,14.080347491903588,13.731191620929971,13.982986578012087,33417104
2014-01-06,13.707695007324219,13.956132145799396,13.58347643808663,13.796662597115146,28387844
2014-01-07,13.251105308532715,13.828553747334519,13.1789244217107,13.761408329943484,40939015
2014-01-08,13.173888206481934,13.336715615812185,13.079885155554642,13.249426972506432,47662793
2014-01-09,13.120172500610352,13.4055395196392,13.01274063808295,13.23935558424628,41860749
2014-01-10,12.908665657043457,13.200747091383358,12.875092274938428,13.187318276231643,34276187
2014-01-13,12.957345962524414,13.066456770246758,12.816340709381002,12.933844862962879,28845421
2014-01-14,12.56790542602539,13.059744273885032,12.532654443636499,12.925453408928696,38266377
2014-01-15,12.589725494384766,12.75758837551549,12.509151257672988,12.623298877146372,34720329
2014-01-16,12.79451847076416,12.90866609185009,12.618262241453087,12.640084402866101,38249237
2014-01-17,12.678692817687988,12.948952091112272,12.5947620509507,12.791161496879754,36068382
2014-01-20,12.574618339538574,12.732410288732323,12.425221080660583,12.673658210328684,34481533
2014-01-21,12.878451347351074,12.959025589973102,12.623299803085628,12.623299803085628,42955270
2014-01-22,13.202425003051758,13.22760369344754,12.901950246542812,12.901950246542812,48629766
2014-01-23,13.068136215209961,13.194033719535255,12.995955319934009,13.188996905288668,26209110
2014-01-24,12.623298645019531,12.959024401107401,12.571260978076566,12.928808894867888,31292530
2014-01-27,11.869593620300293,12.410113558240782,11.817555948951885,12.401720211994153,46321352
2014-01-28,12.309393882751465,12.384932649438538,11.834341810062712,11.88470053977884,50911634
2014-01-29,12.01899242401123,12.400041477989097,11.960240343543704,12.371504906816398,47641329
2014-01-30,11.634584426879883,11.884699107338111,11.454970346456012,11.851127072982322,58965717
2014-01-31,11.953524589538574,12.015634539257947,11.668157565712677,11.696694133672695,54543855
2014-02-03,11.518759727478027,11.914916517411148,11.48350874970596,11.914916517411148,37355958
2014-02-04,11.513725280761719,11.644658263679732,11.28207348125406,11.34921891090518,76322424
2014-02-05,12.065993309020996,12.116352037606882,11.550653457590073,11.577511087709016,49936223
2014-02-06,12.128103256225586,12.327860598951295,11.96024036096329,12.149925419167426,67917037
2014-02-07,12.906988143920898,12.992597858133013,12.173426601191046,12.173426601191046,123025214
2014-02-10,12.841520309448242,13.200747165797463,12.776053827045283,12.989239965401303,65533430
2014-02-11,13.084920883178711,13.194031678252932,12.935522301494052,12.992595433652006,44855890
2014-02-12,12.56790542602539,12.98924230910725,12.514190155423648,12.943919041367538,98448864
2014-02-13,12.336252212524414,12.717301213532837,12.26071344978795,12.623298166697287,61432349
2014-02-14,12.44871997833252,12.502436583068908,12.06767096401284,12.384932434363254,63369957
2014-02-17,12.557831764221191,12.60315367791583,12.304357845137387,12.470541779952928,36015860
2014-02-18,12.745840072631836,12.821378848951305,12.492366109526923,12.554476068773138,37853335
2014-02-19,12.551116943359375,12.75423215011348,12.46047176502256,12.752553212089921,33242397
2014-02-20,12.312751770019531,12.415148167522432,12.220426311933652,12.39332600648453,44916431
